id_lead,cargo,setor,tamanho_empresa,fonte_do_lead,tags,produto_de_interesse,valor_investimento,etapa_do_funil,tempo_na_etapa,convertido
626,Analista,Educação,Pequena,Anúncio,Sem tag,Plano Básico,500,Negociação,22,0
627,Diretor,Finanças,Pequena,Orgânico,MQL,Plano Premium,10000,Contato,13,0
628,Gerente,Tecnologia,Pequena,Orgânico,Sem tag,Plano Pro,2500,Negociação,33,0
629,CEO,Educação,Média,Indicação,Sem tag,Plano Pro,2500,Negociação,59,1
630,Gerente,Educação,Pequena,Evento,Cold,Plano Premium,10000,Qualificação,9,0
631,Analista,Varejo,Média,Anúncio,MQL,Plano Pro,2500,Negociação,59,0
632,Gerente,Tecnologia,Grande,Orgânico,SQL,Consultoria,92457,Qualificação,19,1
633,Analista,Finanças,Grande,Orgânico,Cold,Plano Pro,2500,Negociação,38,0
634,Diretor,Tecnologia,Pequena,Evento,MQL,Consultoria,500000,Qualificação,39,0
635,Gerente,Varejo,Média,Indicação,Hot,Plano Pro,2500,Fechamento,22,0
636,Gerente,Educação,Média,Orgânico,Hot,Plano Básico,500,Contato,1,0
637,Diretor,Educação,Pequena,Orgânico,MQL,Plano Premium,10000,Fechamento,9,0
638,Gerente,Finanças,Média,Evento,Sem tag,Plano Básico,500,Negociação,27,0
639,Analista,Tecnologia,Pequena,Orgânico,MQL,Consultoria,98681,Contato,31,1
640,Analista,Saúde,Média,Orgânico,MQL,Plano Básico,500,Fechamento,25,0
641,Analista,Educação,Média,Orgânico,Cold,Plano Premium,10000,Negociação,22,0
642,Analista,Finanças,Média,Anúncio,SQL,Plano Básico,500,Fechamento,5,0
643,Diretor,Varejo,Pequena,Anúncio,Cold,Plano Premium,10000,Negociação,53,1
644,Gerente,Manufatura,Pequena,Indicação,Cold,Plano Pro,2500,Fechamento,26,0
645,Gerente,Manufatura,Pequena,Anúncio,Sem tag,Plano Básico,500,Negociação,52,0
646,Analista,Educação,Pequena,Anúncio,Cold,Plano Pro,2500,Proposta,38,0
647,Analista,Educação,Média,Anúncio,SQL,Plano Básico,500,Negociação,25,1
648,Analista,Manufatura,Grande,Orgânico,Sem tag,Plano Premium,10000,Qualificação,3,1
649,Diretor,Varejo,Média,Indicação,MQL,Consultoria,33904,Fechamento,17,1
650,Diretor,Finanças,Média,Orgânico,Sem tag,Plano Básico,500,Contato,28,0
651,Gerente,Manufatura,Média,Orgânico,MQL,Plano Premium,10000,Negociação,19,0
652,Analista,Manufatura,Média,Indicação,Cold,Plano Premium,10000,Proposta,9,0
653,Analista,Varejo,Média,Orgânico,SQL,Plano Pro,2500,Contato,4,0
654,Gerente,Varejo,Média,Orgânico,MQL,Consultoria,1532,Negociação,45,0
655,Gerente,Tecnologia,Grande,Orgânico,MQL,Plano Básico,500,Qualificação,6,1
656,Analista,Varejo,Grande,Orgânico,SQL,Plano Premium,10000,Fechamento,11,1
657,Diretor,Saúde,Grande,Anúncio,Sem tag,Plano Premium,10000,Qualificação,35,1
658,CEO,Educação,Média,Orgânico,Hot,Plano Básico,500,Negociação,50,1
659,Analista,Tecnologia,Média,Orgânico,MQL,Plano Premium,10000,Proposta,25,0
660,Analista,Varejo,Média,Anúncio,Sem tag,Plano Premium,10000,Contato,10,0
661,Gerente,Varejo,Média,Anúncio,MQL,Consultoria,5637,Fechamento,16,0
662,Analista,Manufatura,Grande,Evento,MQL,Plano Pro,2500,Contato,38,0
663,Analista,Educação,Grande,Indicação,Sem tag,Plano Pro,2500,Fechamento,16,1
664,Diretor,Tecnologia,Média,Orgânico,Sem tag,Consultoria,222295,Negociação,52,0
665,Gerente,Manufatura,Pequena,Indicação,Sem tag,Plano Pro,2500,Negociação,20,0
666,Analista,Finanças,Média,Orgânico,MQL,Consultoria,23782,Fechamento,3,0
667,Gerente,Tecnologia,Pequena,Anúncio,Sem tag,Plano Básico,500,Contato,37,0
668,Gerente,Varejo,Média,Evento,SQL,Consultoria,47390,Contato,18,0
669,Analista,Tecnologia,Média,Indicação,SQL,Plano Premium,10000,Contato,5,0
670,CEO,Manufatura,Média,Orgânico,Hot,Consultoria,500000,Contato,37,1
671,Gerente,Educação,Média,Orgânico,Hot,Plano Pro,2500,Qualificação,39,0
672,Analista,Tecnologia,Pequena,Indicação,Hot,Consultoria,74321,Negociação,32,1
673,Diretor,Saúde,Média,Anúncio,MQL,Consultoria,232409,Negociação,53,1
674,Gerente,Tecnologia,Pequena,Orgânico,SQL,Plano Básico,500,Contato,10,0
675,CEO,Varejo,Média,Anúncio,MQL,Plano Pro,2500,Negociação,53,1
676,Gerente,Saúde,Média,Indicação,Cold,Plano Pro,2500,Qualificação,32,0
677,Analista,Educação,Pequena,Anúncio,SQL,Consultoria,28297,Negociação,47,0
678,Gerente,Educação,Média,Orgânico,MQL,Plano Básico,500,Proposta,5,0
679,Analista,Educação,Média,Anúncio,Cold,Plano Premium,10000,Contato,13,0
680,Analista,Varejo,Média,Anúncio,SQL,Plano Premium,10000,Contato,7,0
681,Gerente,Manufatura,Pequena,Orgânico,MQL,Plano Premium,10000,Proposta,3,0
682,CEO,Manufatura,Pequena,Orgânico,MQL,Plano Pro,2500,Negociação,19,1
683,Diretor,Finanças,Grande,Orgânico,Sem tag,Consultoria,452603,Contato,35,1
684,Analista,Educação,Média,Anúncio,Cold,Plano Básico,500,Proposta,3,0
685,CEO,Tecnologia,Pequena,Evento,Hot,Consultoria,30442,Contato,5,1
686,Analista,Educação,Média,Anúncio,Hot,Plano Pro,2500,Fechamento,19,1
687,Analista,Varejo,Média,Evento,Sem tag,Plano Básico,500,Proposta,19,0
688,Analista,Educação,Pequena,Indicação,MQL,Plano Premium,10000,Negociação,18,0
689,Analista,Finanças,Média,Orgânico,Sem tag,Plano Básico,500,Proposta,38,0
690,Analista,Finanças,Média,Orgânico,Cold,Plano Básico,500,Contato,4,0
691,Gerente,Finanças,Pequena,Anúncio,Sem tag,Plano Pro,2500,Qualificação,12,0
692,Gerente,Educação,Média,Indicação,MQL,Plano Básico,500,Negociação,43,0
693,Analista,Varejo,Grande,Indicação,SQL,Consultoria,1261,Negociação,39,1
694,Analista,Tecnologia,Pequena,Orgânico,Hot,Plano Pro,2500,Proposta,32,1
695,Analista,Finanças,Média,Evento,SQL,Plano Básico,500,Qualificação,29,0
696,Analista,Finanças,Média,Orgânico,Sem tag,Plano Pro,2500,Fechamento,28,0
697,Analista,Tecnologia,Pequena,Orgânico,SQL,Plano Básico,500,Fechamento,27,1
698,Analista,Manufatura,Pequena,Indicação,Hot,Plano Básico,500,Qualificação,22,0
699,Analista,Educação,Grande,Orgânico,Hot,Plano Pro,2500,Proposta,38,0
700,Analista,Tecnologia,Pequena,Indicação,Hot,Plano Básico,500,Contato,27,0
701,Gerente,Educação,Pequena,Indicação,Sem tag,Plano Premium,10000,Negociação,30,0
702,Analista,Saúde,Pequena,Indicação,SQL,Plano Básico,500,Contato,19,1
703,Analista,Educação,Grande,Evento,Cold,Plano Básico,500,Fechamento,35,0
704,Analista,Varejo,Pequena,Indicação,MQL,Consultoria,44528,Negociação,16,1
705,Gerente,Saúde,Média,Indicação,MQL,Plano Premium,10000,Contato,20,1
706,Analista,Saúde,Pequena,Anúncio,Sem tag,Consultoria,15032,Proposta,39,0
707,Analista,Saúde,Pequena,Anúncio,Sem tag,Plano Básico,500,Contato,18,0
708,Gerente,Saúde,Média,Orgânico,MQL,Plano Pro,2500,Contato,29,0
709,Gerente,Tecnologia,Grande,Evento,Hot,Consultoria,88439,Proposta,3,1
710,Gerente,Tecnologia,Grande,Indicação,Sem tag,Plano Básico,500,Contato,9,0
711,Analista,Finanças,Média,Evento,SQL,Plano Pro,2500,Negociação,32,0
712,Analista,Saúde,Pequena,Anúncio,SQL,Plano Pro,2500,Contato,15,1
713,Gerente,Finanças,Média,Evento,Hot,Consultoria,1812,Proposta,30,0
714,Diretor,Educação,Média,Indicação,Hot,Plano Pro,2500,Contato,23,1
715,Gerente,Educação,Pequena,Anúncio,MQL,Plano Premium,10000,Qualificação,16,0
716,Analista,Tecnologia,Pequena,Anúncio,Sem tag,Plano Pro,2500,Contato,29,0
717,CEO,Educação,Grande,Evento,Hot,Plano Premium,10000,Negociação,53,1
718,Analista,Manufatura,Pequena,Orgânico,Hot,Consultoria,44217,Fechamento,29,0
719,CEO,Saúde,Média,Anúncio,Cold,Consultoria,103250,Proposta,23,1
720,Analista,Varejo,Média,Evento,Sem tag,Plano Premium,10000,Proposta,13,0
721,Gerente,Varejo,Pequena,Indicação,Cold,Consultoria,38988,Fechamento,21,1
722,Gerente,Saúde,Média,Evento,MQL,Plano Pro,2500,Qualificação,35,0
723,Analista,Saúde,Pequena,Anúncio,Cold,Plano Pro,2500,Proposta,11,0
724,Diretor,Saúde,Média,Orgânico,Cold,Plano Premium,10000,Contato,5,1
725,CEO,Varejo,Pequena,Anúncio,Cold,Plano Básico,500,Fechamento,9,0
726,Analista,Saúde,Média,Orgânico,SQL,Consultoria,30511,Proposta,20,0
727,Analista,Tecnologia,Média,Indicação,Cold,Plano Pro,2500,Fechamento,20,0
728,Analista,Finanças,Grande,Orgânico,Sem tag,Consultoria,15470,Proposta,27,0
729,CEO,Educação,Média,Orgânico,Cold,Plano Premium,10000,Contato,38,0
730,Gerente,Educação,Média,Evento,Cold,Consultoria,7329,Qualificação,23,0
731,Diretor,Saúde,Grande,Evento,Sem tag,Plano Premium,10000,Contato,13,0
732,Gerente,Finanças,Pequena,Orgânico,SQL,Plano Pro,2500,Proposta,35,0
733,Gerente,Tecnologia,Média,Orgânico,SQL,Consultoria,1764,Contato,11,1
734,Gerente,Saúde,Média,Evento,SQL,Consultoria,14700,Negociação,35,1
735,CEO,Manufatura,Pequena,Orgânico,Hot,Consultoria,62426,Contato,29,0
736,Analista,Tecnologia,Média,Indicação,Sem tag,Plano Básico,500,Fechamento,19,0
737,Gerente,Manufatura,Média,Anúncio,MQL,Plano Pro,2500,Contato,11,1
738,Diretor,Saúde,Grande,Orgânico,Hot,Plano Premium,10000,Proposta,23,1
739,Diretor,Manufatura,Média,Orgânico,Cold,Plano Básico,500,Qualificação,33,0
740,Gerente,Tecnologia,Grande,Anúncio,Hot,Plano Pro,2500,Negociação,19,0
741,Analista,Tecnologia,Pequena,Orgânico,Cold,Consultoria,162040,Qualificação,28,0
742,Gerente,Educação,Pequena,Evento,Hot,Plano Premium,10000,Negociação,15,0
743,Gerente,Varejo,Média,Anúncio,Hot,Plano Básico,500,Qualificação,19,0
744,Gerente,Finanças,Média,Indicação,SQL,Consultoria,19012,Qualificação,1,0
745,Analista,Finanças,Pequena,Orgânico,Sem tag,Plano Premium,10000,Proposta,21,0
746,Gerente,Tecnologia,Pequena,Indicação,MQL,Consultoria,17690,Proposta,32,1
747,Analista,Manufatura,Pequena,Anúncio,Hot,Plano Premium,10000,Fechamento,19,0
748,Diretor,Tecnologia,Média,Evento,MQL,Plano Premium,10000,Fechamento,14,1
749,Gerente,Varejo,Média,Anúncio,SQL,Plano Premium,10000,Negociação,15,0
750,Diretor,Finanças,Média,Indicação,Hot,Plano Premium,10000,Fechamento,20,1
751,Analista,Varejo,Média,Evento,Cold,Plano Básico,500,Negociação,56,0
752,Gerente,Manufatura,Pequena,Evento,Hot,Consultoria,347616,Proposta,21,1
753,Analista,Finanças,Grande,Anúncio,Hot,Plano Premium,10000,Proposta,31,1
754,Gerente,Saúde,Média,Orgânico,MQL,Consultoria,3210,Negociação,27,0
755,Analista,Finanças,Média,Evento,Cold,Plano Pro,2500,Contato,20,0
756,Analista,Manufatura,Pequena,Evento,Cold,Plano Pro,2500,Fechamento,4,0
757,Gerente,Educação,Média,Anúncio,Hot,Plano Premium,10000,Contato,20,1
758,Analista,Educação,Média,Anúncio,SQL,Plano Premium,10000,Fechamento,10,0
759,Analista,Manufatura,Pequena,Orgânico,Cold,Plano Pro,2500,Negociação,49,1
760,Analista,Finanças,Pequena,Anúncio,Hot,Plano Pro,2500,Qualificação,39,0
761,Diretor,Varejo,Grande,Orgânico,SQL,Consultoria,274327,Proposta,36,1
762,Diretor,Tecnologia,Pequena,Evento,Cold,Plano Pro,2500,Qualificação,30,0
763,Analista,Finanças,Pequena,Evento,MQL,Plano Premium,10000,Fechamento,10,1
764,CEO,Educação,Média,Indicação,SQL,Plano Pro,2500,Proposta,35,1
765,Diretor,Educação,Grande,Anúncio,MQL,Plano Básico,500,Contato,6,0
766,Analista,Educação,Pequena,Orgânico,Hot,Consultoria,119631,Contato,28,0
767,Analista,Manufatura,Pequena,Anúncio,Hot,Consultoria,20713,Negociação,48,0
768,Gerente,Finanças,Pequena,Orgânico,Hot,Plano Premium,10000,Proposta,10,0
769,Analista,Tecnologia,Pequena,Evento,MQL,Plano Básico,500,Negociação,57,0
770,Gerente,Educação,Pequena,Anúncio,Sem tag,Consultoria,4059,Proposta,39,0
771,Gerente,Saúde,Pequena,Evento,Sem tag,Plano Básico,500,Proposta,1,1
772,Gerente,Saúde,Pequena,Orgânico,SQL,Plano Premium,10000,Proposta,8,0
773,Gerente,Educação,Pequena,Anúncio,Hot,Plano Premium,10000,Negociação,24,1
774,Diretor,Varejo,Pequena,Orgânico,Cold,Plano Básico,500,Contato,12,0
775,Analista,Manufatura,Pequena,Anúncio,SQL,Consultoria,7314,Fechamento,29,1
776,Diretor,Varejo,Grande,Anúncio,SQL,Consultoria,3464,Contato,10,1
777,Analista,Saúde,Pequena,Indicação,SQL,Consultoria,16484,Negociação,28,1
778,Analista,Manufatura,Pequena,Orgânico,Sem tag,Plano Premium,10000,Qualificação,34,0
779,Gerente,Educação,Pequena,Evento,Hot,Plano Básico,500,Fechamento,12,1
780,Diretor,Manufatura,Média,Orgânico,Hot,Plano Básico,500,Contato,29,1
781,Analista,Finanças,Grande,Indicação,MQL,Plano Premium,10000,Contato,16,1
782,Analista,Saúde,Pequena,Anúncio,SQL,Plano Premium,10000,Negociação,37,1
783,Analista,Educação,Pequena,Evento,MQL,Plano Pro,2500,Qualificação,33,0
784,Analista,Saúde,Pequena,Anúncio,Cold,Consultoria,8095,Fechamento,4,1
785,Analista,Tecnologia,Média,Orgânico,Sem tag,Plano Premium,10000,Contato,17,0
786,Diretor,Tecnologia,Pequena,Anúncio,Hot,Plano Pro,2500,Qualificação,21,0
787,Analista,Saúde,Média,Indicação,MQL,Consultoria,12886,Negociação,16,1
788,Analista,Educação,Grande,Anúncio,SQL,Consultoria,3190,Proposta,25,0
789,Gerente,Manufatura,Média,Orgânico,MQL,Plano Pro,2500,Qualificação,22,0
790,Analista,Varejo,Pequena,Orgânico,Sem tag,Plano Premium,10000,Proposta,6,0
791,Gerente,Manufatura,Média,Orgânico,Hot,Plano Pro,2500,Fechamento,36,1
792,Gerente,Finanças,Pequena,Indicação,SQL,Plano Básico,500,Contato,28,0
793,Analista,Educação,Grande,Evento,Hot,Plano Básico,500,Qualificação,3,1
794,Diretor,Finanças,Média,Indicação,Sem tag,Plano Básico,500,Negociação,49,0
795,Gerente,Saúde,Grande,Indicação,MQL,Consultoria,38433,Qualificação,26,0
796,Gerente,Varejo,Grande,Indicação,Hot,Consultoria,25030,Qualificação,22,0
797,Diretor,Educação,Pequena,Evento,Cold,Plano Pro,2500,Qualificação,5,0
798,Diretor,Finanças,Média,Evento,MQL,Consultoria,31439,Proposta,15,1
799,Analista,Saúde,Média,Orgânico,Cold,Plano Premium,10000,Qualificação,1,0
800,Analista,Manufatura,Grande,Anúncio,Hot,Consultoria,24413,Contato,31,0
801,CEO,Educação,Pequena,Orgânico,Sem tag,Plano Pro,2500,Proposta,19,0
802,Analista,Tecnologia,Pequena,Evento,Hot,Plano Premium,10000,Qualificação,38,1
803,Gerente,Finanças,Pequena,Anúncio,Sem tag,Plano Básico,500,Proposta,33,0
804,Analista,Educação,Pequena,Indicação,Cold,Consultoria,151140,Qualificação,1,1
805,Analista,Educação,Grande,Anúncio,Cold,Plano Pro,2500,Negociação,24,0
806,Analista,Varejo,Média,Evento,Cold,Plano Pro,2500,Contato,14,0
807,Analista,Varejo,Pequena,Orgânico,Sem tag,Plano Pro,2500,Contato,1,0
808,CEO,Saúde,Grande,Anúncio,Sem tag,Plano Premium,10000,Proposta,10,1
809,Analista,Manufatura,Pequena,Orgânico,SQL,Plano Básico,500,Proposta,17,0
810,Gerente,Saúde,Pequena,Evento,MQL,Plano Pro,2500,Contato,17,0
811,Analista,Tecnologia,Pequena,Anúncio,Hot,Plano Básico,500,Negociação,42,0
812,Gerente,Varejo,Grande,Orgânico,SQL,Plano Pro,2500,Qualificação,17,0
813,Analista,Manufatura,Média,Anúncio,SQL,Plano Pro,2500,Proposta,8,0
814,Analista,Varejo,Pequena,Evento,Cold,Plano Pro,2500,Negociação,54,0
815,Gerente,Tecnologia,Média,Indicação,Sem tag,Plano Básico,500,Fechamento,24,0
816,Diretor,Saúde,Pequena,Orgânico,MQL,Plano Básico,500,Qualificação,36,1
817,Diretor,Saúde,Média,Indicação,Hot,Plano Pro,2500,Proposta,30,1
818,Analista,Saúde,Pequena,Anúncio,Hot,Plano Básico,500,Proposta,22,0
819,CEO,Varejo,Média,Anúncio,Cold,Plano Premium,10000,Negociação,52,0
820,Analista,Saúde,Média,Orgânico,Hot,Consultoria,9046,Proposta,34,0
821,CEO,Finanças,Média,Orgânico,Hot,Consultoria,12378,Contato,20,1
822,Analista,Finanças,Pequena,Orgânico,Hot,Plano Básico,500,Fechamento,10,1
823,Analista,Saúde,Pequena,Anúncio,Hot,Consultoria,45395,Fechamento,21,0
824,Gerente,Saúde,Pequena,Indicação,Hot,Plano Básico,500,Qualificação,7,1
825,Gerente,Manufatura,Pequena,Indicação,Hot,Plano Pro,2500,Negociação,33,0
826,Gerente,Saúde,Grande,Anúncio,Sem tag,Consultoria,46101,Negociação,23,1
827,Analista,Educação,Grande,Anúncio,SQL,Plano Pro,2500,Contato,11,1
828,Diretor,Saúde,Pequena,Evento,SQL,Plano Básico,500,Negociação,31,0
829,Gerente,Finanças,Pequena,Orgânico,SQL,Consultoria,7644,Proposta,2,0
830,Diretor,Educação,Grande,Orgânico,Cold,Consultoria,39211,Fechamento,2,1
831,Analista,Educação,Média,Evento,MQL,Consultoria,6700,Qualificação,7,0
832,Gerente,Manufatura,Pequena,Orgânico,SQL,Plano Básico,500,Fechamento,15,0
833,CEO,Manufatura,Grande,Indicação,Hot,Plano Básico,500,Qualificação,3,1
834,Gerente,Finanças,Grande,Anúncio,Cold,Plano Pro,2500,Proposta,28,1
835,Analista,Saúde,Pequena,Anúncio,Sem tag,Plano Pro,2500,Fechamento,26,0
836,Analista,Manufatura,Pequena,Orgânico,MQL,Plano Básico,500,Negociação,41,0
837,Diretor,Manufatura,Grande,Orgânico,SQL,Plano Pro,2500,Qualificação,36,0
838,Analista,Varejo,Grande,Orgânico,Sem tag,Plano Básico,500,Qualificação,15,0
839,CEO,Manufatura,Pequena,Anúncio,Sem tag,Plano Básico,500,Negociação,30,1
840,Analista,Varejo,Média,Evento,Sem tag,Consultoria,380488,Proposta,27,1
841,Diretor,Varejo,Grande,Anúncio,Sem tag,Consultoria,10604,Negociação,50,1
842,Gerente,Varejo,Pequena,Orgânico,Cold,Plano Premium,10000,Negociação,56,1
843,Diretor,Varejo,Pequena,Orgânico,Hot,Plano Básico,500,Contato,6,0
844,Gerente,Manufatura,Grande,Orgânico,SQL,Plano Premium,10000,Proposta,11,1
845,Analista,Finanças,Pequena,Orgânico,Hot,Plano Premium,10000,Qualificação,13,0
846,Gerente,Finanças,Média,Anúncio,Cold,Consultoria,269850,Fechamento,26,1
847,Diretor,Manufatura,Pequena,Orgânico,Cold,Consultoria,500000,Contato,12,1
848,Diretor,Varejo,Pequena,Orgânico,MQL,Consultoria,14822,Qualificação,38,0
849,Analista,Finanças,Pequena,Indicação,Cold,Plano Premium,10000,Proposta,13,0
850,Gerente,Manufatura,Grande,Orgânico,MQL,Plano Premium,10000,Qualificação,10,1
851,Analista,Finanças,Grande,Indicação,Cold,Plano Pro,2500,Negociação,48,0
852,Analista,Finanças,Média,Orgânico,SQL,Plano Básico,500,Fechamento,21,0
853,CEO,Educação,Pequena,Orgânico,MQL,Plano Pro,2500,Contato,21,0
854,CEO,Finanças,Grande,Evento,Sem tag,Plano Pro,2500,Qualificação,16,1
855,Analista,Finanças,Grande,Anúncio,Hot,Plano Premium,10000,Proposta,8,1
856,Analista,Tecnologia,Pequena,Orgânico,SQL,Plano Básico,500,Qualificação,32,0
857,Diretor,Saúde,Média,Orgânico,SQL,Plano Premium,10000,Qualificação,6,0
858,Analista,Educação,Pequena,Anúncio,SQL,Plano Básico,500,Negociação,32,1
859,Diretor,Educação,Grande,Evento,Cold,Plano Básico,500,Fechamento,33,1
860,Analista,Finanças,Pequena,Orgânico,SQL,Plano Básico,500,Fechamento,36,0
861,Analista,Educação,Média,Evento,Cold,Plano Pro,2500,Proposta,26,0
862,Analista,Saúde,Pequena,Anúncio,Cold,Plano Básico,500,Qualificação,1,0
863,Analista,Saúde,Média,Evento,Hot,Plano Premium,10000,Qualificação,3,0
864,Analista,Manufatura,Pequena,Orgânico,SQL,Consultoria,31963,Fechamento,7,1
865,Diretor,Finanças,Grande,Indicação,Sem tag,Plano Premium,10000,Fechamento,34,1
866,Diretor,Manufatura,Média,Indicação,SQL,Consultoria,500000,Proposta,19,1
867,CEO,Varejo,Pequena,Orgânico,SQL,Plano Pro,2500,Qualificação,23,1
868,Analista,Tecnologia,Pequena,Anúncio,MQL,Plano Básico,500,Contato,31,0
869,Gerente,Educação,Grande,Evento,MQL,Consultoria,20552,Fechamento,20,0
870,Diretor,Educação,Grande,Orgânico,SQL,Plano Básico,500,Fechamento,17,1
871,Gerente,Educação,Média,Orgânico,SQL,Consultoria,3337,Qualificação,10,1
872,Analista,Tecnologia,Pequena,Orgânico,Sem tag,Consultoria,12038,Qualificação,35,0
873,Analista,Varejo,Grande,Anúncio,MQL,Plano Pro,2500,Fechamento,38,0
874,Analista,Saúde,Média,Indicação,SQL,Plano Básico,500,Proposta,20,1
875,Gerente,Manufatura,Pequena,Anúncio,Hot,Plano Premium,10000,Qualificação,14,1
876,Gerente,Saúde,Grande,Indicação,Sem tag,Plano Básico,500,Contato,16,0
877,Analista,Finanças,Grande,Orgânico,Sem tag,Plano Básico,500,Contato,26,1
878,Analista,Saúde,Grande,Anúncio,Hot,Consultoria,46787,Fechamento,24,1
879,Gerente,Tecnologia,Grande,Indicação,MQL,Consultoria,40246,Qualificação,6,1
880,CEO,Saúde,Pequena,Orgânico,SQL,Plano Premium,10000,Fechamento,19,1
881,Analista,Manufatura,Média,Orgânico,MQL,Consultoria,8979,Fechamento,22,0
882,Analista,Varejo,Grande,Orgânico,SQL,Plano Básico,500,Fechamento,12,1
883,Diretor,Saúde,Pequena,Orgânico,Cold,Consultoria,91355,Proposta,6,1
884,Diretor,Educação,Grande,Indicação,MQL,Plano Pro,2500,Proposta,13,1
885,Diretor,Finanças,Pequena,Indicação,Sem tag,Consultoria,449445,Proposta,22,1
886,Gerente,Saúde,Grande,Orgânico,MQL,Plano Básico,500,Contato,22,0
887,Analista,Tecnologia,Pequena,Anúncio,MQL,Plano Pro,2500,Qualificação,14,0
888,Analista,Saúde,Pequena,Indicação,SQL,Plano Básico,500,Proposta,8,0
889,Gerente,Manufatura,Grande,Indicação,Cold,Plano Premium,10000,Contato,35,0
890,Analista,Saúde,Grande,Orgânico,MQL,Plano Premium,10000,Contato,14,0
891,Gerente,Varejo,Pequena,Orgânico,Hot,Plano Básico,500,Proposta,2,1
892,Analista,Varejo,Média,Orgânico,MQL,Plano Premium,10000,Fechamento,21,0
893,Analista,Saúde,Grande,Anúncio,Hot,Plano Pro,2500,Qualificação,4,0
894,Diretor,Finanças,Média,Anúncio,Hot,Plano Básico,500,Contato,16,0
895,Diretor,Finanças,Média,Orgânico,Hot,Plano Premium,10000,Proposta,8,0
896,Diretor,Manufatura,Média,Indicação,Sem tag,Consultoria,21248,Negociação,51,1
897,Analista,Educação,Grande,Orgânico,MQL,Plano Pro,2500,Negociação,15,0
898,Diretor,Tecnologia,Média,Orgânico,Cold,Consultoria,114840,Qualificação,23,1
899,Analista,Educação,Pequena,Orgânico,Cold,Consultoria,64146,Contato,2,1
900,Analista,Tecnologia,Média,Indicação,Cold,Plano Pro,2500,Fechamento,4,1
901,CEO,Educação,Pequena,Evento,SQL,Consultoria,1111,Negociação,20,1
902,Analista,Finanças,Média,Indicação,Hot,Plano Pro,2500,Proposta,38,0
903,Gerente,Finanças,Média,Orgânico,Cold,Plano Básico,500,Negociação,37,0
904,Analista,Finanças,Pequena,Evento,SQL,Consultoria,53099,Negociação,48,0
905,CEO,Saúde,Média,Orgânico,MQL,Plano Básico,500,Fechamento,9,1
906,Gerente,Finanças,Média,Indicação,Cold,Plano Básico,500,Fechamento,34,0
907,CEO,Tecnologia,Média,Orgânico,SQL,Plano Premium,10000,Contato,4,1
908,Gerente,Saúde,Pequena,Anúncio,Cold,Plano Premium,10000,Contato,36,0
909,Diretor,Manufatura,Pequena,Anúncio,Sem tag,Plano Pro,2500,Proposta,18,0
910,CEO,Tecnologia,Média,Orgânico,Cold,Plano Pro,2500,Qualificação,13,1
911,Analista,Finanças,Grande,Orgânico,Sem tag,Plano Básico,500,Fechamento,22,0
912,Gerente,Finanças,Pequena,Orgânico,Sem tag,Plano Básico,500,Qualificação,11,0
913,Analista,Tecnologia,Média,Anúncio,Cold,Consultoria,6259,Qualificação,32,0
914,Gerente,Tecnologia,Média,Anúncio,Hot,Plano Premium,10000,Fechamento,28,1
915,Analista,Manufatura,Pequena,Anúncio,Hot,Consultoria,58491,Qualificação,38,1
916,Gerente,Tecnologia,Pequena,Anúncio,Hot,Plano Básico,500,Proposta,32,0
917,Analista,Manufatura,Média,Orgânico,SQL,Plano Premium,10000,Negociação,41,1
918,Analista,Tecnologia,Média,Orgânico,MQL,Plano Pro,2500,Qualificação,9,1
919,Gerente,Varejo,Grande,Orgânico,Sem tag,Consultoria,62558,Qualificação,36,0
920,Analista,Saúde,Média,Evento,SQL,Plano Premium,10000,Fechamento,21,0
921,Analista,Educação,Média,Indicação,SQL,Plano Básico,500,Contato,25,0
922,CEO,Finanças,Média,Anúncio,MQL,Plano Básico,500,Fechamento,38,0
923,Analista,Educação,Grande,Indicação,Hot,Plano Pro,2500,Qualificação,16,1
924,Analista,Varejo,Grande,Orgânico,Cold,Plano Pro,2500,Fechamento,1,1
925,Gerente,Finanças,Pequena,Evento,SQL,Plano Pro,2500,Contato,18,0
926,Analista,Saúde,Pequena,Orgânico,Cold,Consultoria,27558,Fechamento,8,0
927,CEO,Finanças,Grande,Indicação,MQL,Plano Pro,2500,Negociação,31,1
928,Gerente,Finanças,Pequena,Orgânico,MQL,Consultoria,68968,Contato,30,0
929,Analista,Educação,Média,Anúncio,SQL,Plano Premium,10000,Fechamento,31,1
930,Gerente,Saúde,Média,Anúncio,MQL,Consultoria,4655,Contato,19,0
931,Diretor,Finanças,Pequena,Evento,Cold,Consultoria,81203,Qualificação,35,1
932,Analista,Tecnologia,Média,Evento,Sem tag,Plano Premium,10000,Negociação,27,0
933,Diretor,Varejo,Pequena,Anúncio,MQL,Plano Premium,10000,Negociação,43,0
934,Analista,Varejo,Pequena,Indicação,SQL,Plano Premium,10000,Contato,27,0
935,Gerente,Finanças,Pequena,Evento,Sem tag,Plano Pro,2500,Qualificação,5,0
936,Gerente,Manufatura,Média,Orgânico,Sem tag,Plano Pro,2500,Qualificação,6,0
937,Analista,Tecnologia,Média,Anúncio,Cold,Plano Premium,10000,Qualificação,7,0
938,Diretor,Finanças,Pequena,Orgânico,Hot,Consultoria,464409,Fechamento,29,1
939,Gerente,Finanças,Pequena,Anúncio,SQL,Plano Premium,10000,Qualificação,12,1
